SMILES,Kow,Kowwin,Wildman-Crippen LogP
CC(=O)c1nc([N+](=O)[O-])n(CC(C)O)c1C,0.37,0.1,0.68312
COc1ccc(CN(C)N=O)cc1,1.62,1.15,1.8084
CN(Cc1ccc(F)cc1)N=O,1.67,1.27,1.9389
CN(Cc1ccc(Cl)cc1)N=O,2.19,1.71,2.4532000000000007
CN(Cc1ccc(C#N)cc1)N=O,0.95,0.62,1.67148
CN(Cc1ccc([N+](=O)[O-])cc1)N=O,0.82,0.89,1.708
NC(=O)CCc1ccccn1,-0.27,-0.15,0.4994999999999999
NC(=O)CCCCc1ccccn1,0.38,0.83,1.2797
NC(=O)CCc1cccnc1,-0.26,-0.15,0.4994999999999999
NC(=O)CCCc1cccnc1,-0.08,0.34,0.8896
OCCCCCc1cccnc1,1.41,1.85,1.7867
NC(=O)CCCCc1cccnc1,0.4,0.83,1.2796999999999996
NCCCCCc1cccnc1,1.41,1.85,1.7531000000000003
NC(=O)CCc1ccncc1,-0.25,-0.15,0.4995
NC(=O)CCCCc1ccncc1,0.42,0.83,1.2796999999999996
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1O,2.0,3.46,2.3774000000000006
O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1,0.96,1.76,1.4864
CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,3.15,2.22,2.798400000000001
Cl.NCCCCc1ccccn1,-1.6,-1.83,1.7848000000000002
Cl.NCCCCCc1ccccn1,-1.23,-1.34,2.1749
Cl.NCCCCCc1cccnc1,-1.26,-1.34,2.1749
Cl.NCCCCCc1ccncc1,-1.32,-1.34,2.1749
COC(=O)C1C(C=C2CCSC2=O)C1(C)C,2.33,2.96,2.0215
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ncc(C)s4)C3=O)N1CC1NC12,1.16,1.38,0.2671200000000007
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ccn[nH]4)C3=O)N1CC1NC12,0.08,-0.85,-0.7746999999999977
Nc1ncc2ncn(COCCO)c2n1,-1.08,-1.52,-0.6251000000000002
[N-]=[N+]=NC1CC(n2ccc(=O)[nH]c2=O)OC1CO,-0.32,-0.32,-0.5047000000000006
[N-]=[N+]=NC1CC(n2ccc(N)nc2=O)OC1CO,-0.7,-0.92,-0.2157999999999998
Cc1c(Cl)ccc(OC(C)C(O)=Nc2ccccc2)c1Cl,4.8,5.08,5.357320000000004
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,5.66,6.16,5.5773000000000055
Cc1ccc(COC(=O)N(C)C)cc1,2.63,2.62,2.19322
CN(C)C(=O)OCc1ccc(F)cc1,2.3,2.27,2.0239000000000003
COc1cccc(COC(=O)N(C)C)c1,2.09,2.15,1.8934
COc1ccc(COC(=O)N(C)C)cc1,2.2,2.15,1.8934
CN(C)C(=O)OCc1cccc(N)c1,1.06,1.16,1.467
CN(C)C(=O)OCc1cccc(Cl)c1,2.82,2.72,2.5382000000000007
CN(C)C(=O)OCc1ccc(Cl)cc1,2.93,2.72,2.5382000000000007
CN(C)C(=O)OCc1cccc(N(C)C)c1,2.28,2.25,1.9508
CC(C)Oc1cccc(COC(=O)N(C)C)c1,3.03,3.06,2.6720000000000006
CN(C)C(=O)OCc1ccc(OCc2ccccc2)cc1,3.27,3.86,3.4638000000000027
CN(C)C(=O)OCc1ccc([N+](=O)[O-])cc1,1.95,1.89,1.793
CN(C)C(=O)OCc1ccc(C#N)cc1,1.67,1.62,1.75648
CN(C)C(=O)OCc1ccc(Br)cc1,3.01,2.96,2.6473000000000013
CN(C)C(=O)OCc1ccc(I)cc1,3.32,3.24,2.4894000000000007
CN(C)C(=O)OCc1ccc(C(F)(F)F)cc1,3.08,3.04,2.9036000000000017
CN(C)C(=O)OCc1ccc(OC(=O)N(C)C)cc1,1.59,1.66,1.9452
CSc1ccc(COC(=O)N(C)C)cc1,2.86,2.67,2.606700000000001
CC(=O)NC(CC(N)=O)C(N)=O,-2.41,-3.57,-2.148199999999999
CCNc1nc(Cl)nc(NC2CCCCC2)n1,3.63,4.18,2.7014000000000005
CN(C)c1ncc(-c2ccncc2)cc1C#N,2.13,2.3,2.08128
CCC(CNC)c1ccccc1,2.82,2.71,2.3996000000000004
CNCC(c1ccccc1)C(C)C,3.12,3.13,2.645600000000001
CNCC(CC(C)C)c1ccccc1,3.76,3.62,3.035700000000001
CCC(C(c1ccc(OC)cc1)c1ccc(OC)cc1)[N+](=O)[O-],4.45,4.35,3.8910000000000022
COc1ccc(C(C[N+](=O)[O-])c2ccc(OC)cc2)cc1,3.57,3.44,3.112400000000002
O=c1[nH]c(=O)n(Cc2ccc(Cl)cc2)cc1F,1.64,1.75,1.3774
COc1ccc(Cn2cc(F)c(=O)[nH]c2=O)cc1,1.04,1.19,0.7326000000000001
COC1C(OC(C)=O)CC(=O)OC(C)CC2OC2C=CC(=O)C(C)CC(CC=O)C1OC1OC(C)C(O)C(N(C)C)C1O,0.3,0.16,0.5647000000000051
Nc1nc(=O)c2ncn(C3CCC(CO)O3)c2[nH]1,-1.01,-0.97,-0.6283000000000001
CCCCOC(=O)n1cc(F)c(=O)[nH]c1=O,0.89,0.84,0.4604999999999999
CCC1(CC)C(=O)NC(=O)N(C(C)C)C1=O,2.36,1.72,1.2795999999999998
CCC1(c2ccccc2)C(=O)NC(=O)N(C(C)C)C1=O,2.58,2.45,1.8212
CCC1(c2ccccc2)C(=O)N=C(OC(C)C)NC1=O,1.79,1.87,1.7717999999999998
CCC1(CC)C(=O)NC(=O)N=C1OC(C)C,1.86,1.81,1.8661
CCC1(c2ccccc2)C(=O)NC(=O)N=C1OC(C)C,2.22,2.53,2.4077
CCC1(CC)C(=O)N=C(OC(C)C)NC1=O,1.44,1.14,1.2301999999999993
C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,3.7,4.89,1.9885
CCOc1ccc(Cc2cnc(N)nc2N)cc1OC,1.34,1.35,1.6390999999999998
CC=Cc1c(OC)cc(Cc2cnc(N)nc2N)cc1OCC,2.65,3.19,2.672200000000001
COc1ccc(Cc2cnc(N)nc2N)cc1I,2.09,2.47,1.845
COc1ccc(Cc2cnc(N)nc2N)cc1N,0.76,0.38,0.8225999999999997
COc1cc(Cc2cnc(N)nc2N)ccc1N,0.49,0.38,0.8225999999999998
COc1ccc(Cc2cnc(N)nc2N)cc1N(C)C,1.68,1.48,1.3063999999999996
COc1cc(Cc2cnc(N)nc2N)ccc1N(C)C,1.87,1.48,1.3063999999999996
COc1ccc(Br)cc1Cc1cnc(N)nc1N,2.44,2.19,2.0028999999999995
COc1ccc(Br)c(Cc2cnc(N)nc2N)c1,2.0,2.19,2.0029000000000003
COc1cc(Cc2cnc(N)nc2N)c(Br)cc1Br,3.17,3.08,2.7654000000000014
COc1cc(Cc2cnc(N)nc2N)c(I)c(OC)c1OC,1.79,1.9,1.8622000000000003
CCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,1.88,1.85,2.0292
NC(=O)c1ncn2c(=O)n(CCCl)nnc12,-0.47,-0.58,-1.3763000000000007
CC(C)(C)[N+]([O-])=Cc1ccc(F)cc1,1.42,1.41,2.553400000000001
Cc1ccn2c(=O)ccnc2c1,0.56,0.69,1.0029199999999998
CCc1ccc(C=[N+]([O-])C(C)(C)C)cc1,2.19,2.25,2.976700000000001
Cn1c(S)nnc(-c2ccc(F)cc2)c1=O,2.38,2.33,1.2700999999999998
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.28,0.0,1.5833
COC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1,0.8,1.14,0.8754
CNC(=O)c1c[nH]c2ccccc12,1.25,1.27,1.5275
CCN(C(=O)SCc1ccccc1)C(C)C(C)C,4.6,4.58,4.406200000000004
COc1ccccc1C(=O)NCCCN(C)C,1.27,1.47,1.3766999999999998
CCN(CC)CCCNC(=O)c1ccccc1OC,1.76,2.46,2.1569
Nc1cccc(NC(=O)Cc2ccccc2)c1,1.59,1.89,2.45
CCCn1c(=O)c2[nH]c(-c3ccc(Cl)cc3N)nc2n(CCC)c1=O,4.02,3.06,2.6089
CNC(=O)ON=Cc1ccc(Cl)c(Cl)c1,2.89,2.91,2.683300000000001
CNC(=O)ON=Cc1cccc(Oc2ccccc2)c1,3.12,3.67,3.168800000000001
CSc1cccc(NC(N)=O)c1,1.57,1.31,1.8991
NC(=O)Nc1ccc(Oc2ccc(Br)cc2)cc1,3.7,3.65,3.732000000000001
CCCc1ccc(NC(=O)N(C)C)cc1,2.55,2.91,2.7326000000000006
Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)cc1Cl,6.51,6.43,6.745900000000001
Clc1cc(Cl)c(Oc2ccccc2)c(Cl)c1Cl,5.88,5.79,6.092500000000001
Clc1ccc(Oc2c(Cl)cccc2Cl)c(Cl)c1Cl,6.11,6.43,6.745900000000002
Clc1cc(Cl)c(Oc2c(Cl)ccc(Cl)c2Cl)cc1Cl,6.47,7.08,7.3993
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,2.42,3.19,2.920300000000001
N#CC(C#N)=NNc1ccc(C(=O)CCl)cc1,2.15,2.44,1.92316
Cn1c([N+](=O)[O-])cnc1Cl,0.62,1.07,0.9816999999999998
CC(C)(C)c1cc(C(O)CCC2CCNCC2)c2ccccc2n1,3.63,4.82,4.345500000000004
Cc1ccc(Cc2cnc(NCCCCc3ncc(Br)cc3C)[nH]c2=O)cn1,3.57,3.7,3.9648400000000015
COc1cc(S(C)=O)ccc1-c1nc2ccncc2[nH]1,1.25,0.49,2.3709000000000007
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.5,0.25,0.7357999999999993
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0.23,-1.35,0.7638999999999998
COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(=O)C(F)(F)F)CC2,1.67,2.57,3.111000000000001
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C(=O)OCc1ccccc1,1.34,1.07,0.3980000000000021
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,5.68,5.64,5.470200000000001
COc1ccc(C(=O)CS(=O)(=O)c2ccc(C)cc2)cc1,2.47,2.73,2.6602200000000007
CN(C)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.99,1.87,2.1676
CCCCCCCCCCOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,6.2,5.68,5.523500000000006
CSC(C)=NOC(=O)N(C)SN(C)C(=O)OC1CCCCC1,3.6,3.53,3.715500000000003
CSC(C)=NOC(=O)N(C)SN(C)C(C)=O,1.3,0.41,1.7927
CCC(=O)N(C)SN(C)C(=O)ON=C(C)SC,1.6,0.9,2.1828000000000003
CCCC(=O)N(C)SN(C)C(=O)ON=C(C)SC,2.2,1.39,2.5729000000000006
CSC(C)=NOC(=O)N(C)SN(C)C(=O)C(C)C,2.2,1.32,2.4288000000000007
CCCCN(SN(C)C(=O)ON=C(C)SC)C(C)=O,2.4,1.88,2.963000000000002
CN(SN(C)C(=O)OC(C)(C)C)C(=O)Oc1cccc2c1OC(C)(C)C2,4.3,4.31,4.260800000000004
CCC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.2,2.59,3.2623000000000024
CCCC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.8,3.08,3.6524000000000023
CC(C)C(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.6,3.01,3.508300000000003
O=C(C=Cc1ccccc1)C(F)(F)F,3.01,2.45,2.831200000000001
Clc1ccc(CSC(Cn2cncn2)=Nc2ccc(Cl)cc2Cl)cc1,4.94,5.64,5.901900000000004
CC(CCC(=O)NCc1ccccc1)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,3.54,4.44,4.680500000000004
CCc1cccc(C)c1N(COC(C)C)C(=O)CCl,3.5,3.79,3.511720000000002
CC1CC(=O)NN=C1c1ccc(-n2ccnc2)cc1,1.29,2.17,1.7324
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,5.1,5.23,6.439600000000003
Brc1ccc(O[Si]23OCCN(CCO2)CCO3)cc1,0.58,0.44,1.6424999999999994
Clc1cccc(O[Si]23OCCN(CCO2)CCO3)c1,0.46,0.2,1.5334
Nc1nc(NCCO)c(Cl)nc1[N+](=O)[O-],0.12,0.98,0.0246000000000001
N#Cc1ccccc1OCC(O)CNCCNC(=O)Cc1ccc(O)cc1,0.92,0.25,0.9520799999999996
O=C(CCc1ccccc1)Nc1ccc(Cl)c(Cl)c1,4.85,4.59,4.564700000000003
CCCNC1CC2CC1c1ccccc12,3.3,3.53,3.0294000000000016
CCNC1CC2CC1c1ccccc12,2.72,3.04,2.6393000000000004
CNC1CC2OC1c1ccccc12,0.91,1.02,1.7906999999999995
Cc1c(Cl)no[n+]1[O-],1.02,0.87,0.26982
CNC1C2CCC1c1ccccc12,2.37,2.32,2.2492
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,5.2,5.83,5.483020000000005
CCc1ccc(N=NN(C)C(C)=O)cc1,3.36,3.67,2.726000000000001
CC(=O)N(C)N=Nc1ccc(F)cc1,2.77,2.84,2.3027000000000006
CCOc1ccc(NC(=O)OC)cc1OCC,2.1,2.38,2.6623
CCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.54,2.87,3.0524000000000004
CCOc1ccc(NC(=O)OC(C)C)cc1OCC,2.91,3.29,3.440900000000002
C=CCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.75,3.22,3.218500000000001
C#CCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.68,2.59,2.665700000000001
CCOc1ccc(NC(=O)OC(CBr)CBr)cc1OCC,3.5,3.97,4.190900000000003
CCOc1ccc(NC(=O)OCCC#N)cc1OCC,2.07,1.89,2.946180000000001
CCCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.93,3.36,3.4425000000000017
O=P1(N(CCCl)CCCl)OCCCN1Cl,1.94,0.97,2.7502000000000013
CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,4.33,3.88,4.893100000000004
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCC21,0.22,-0.07,1.9047
CN(C)C(=O)OCc1ccc(C(N)=O)cc1,0.77,0.82,0.9837
COc1ccc(-c2nc3ccncc3[nH]2)c(OC)c1,2.56,2.13,2.6421
COc1ccc(-c2nc3ccncc3[nH]2)c(OCCCCl)c1,3.53,3.37,3.641200000000001
C#CCOc1cc(OC(=O)N2CCCC2)c(Cl)cc1Cl,3.82,3.77,3.600000000000003
C#CCOc1cc(OC(=O)N2CCCCC2)c(Cl)cc1Cl,4.25,4.26,3.990100000000004
Nc1ncnc2c1ncn2C1CC(F)C(CO)O1,0.08,-0.78,0.0264
COCn1cnc2c(=N)n(C)c(=O)[nH]c21,-1.22,-1.3,-0.8535300000000006
COCCn1cnc2c(=N)n(C)c(=O)[nH]c21,-0.96,-1.35,-0.8110299999999997
COCCn1cnc2[nH]c(=O)n(C)c(=N)c21,-1.49,-1.35,-0.8110299999999997
CCOCCn1cnc2c(=N)n(C)c(=O)[nH]c21,-0.4,-0.86,-0.4209299999999997
CCOCCn1cnc2[nH]c(=O)n(C)c(=N)c21,-1.1,-0.86,-0.4209299999999998
CCSCCn1cnc2c(=N)n(C)c(=O)[nH]c21,0.0,-0.01,0.2956699999999997
CCSCCn1cnc2[nH]c(=O)n(C)c(=N)c21,-0.13,-0.01,0.2956699999999996
C=COCCn1cnc2c(=N)n(C)c(=O)[nH]c21,-0.24,-1.0,-0.2973300000000007
C=COCCn1cnc2[nH]c(=O)n(C)c(=N)c21,-0.78,-1.0,-0.2973300000000007
Cn1c(=O)[nH]c2c(ncn2CCOc2ccc(Br)cc2)c1=N,1.73,1.54,1.384069999999999
Cn1c(=O)[nH]c2ncn(CCOc3ccc(Br)cc3)c2c1=N,1.25,1.54,1.384069999999999
Cn1c(=O)[nH]c2ncn(Cc3ccccc3)c2c1=N,0.07,0.63,0.5908699999999993
CC(=O)OCCn1cnc2c(=N)n(C)c(=O)[nH]c21,-1.2,-1.05,-0.8943300000000001
COCOCCn1cnc2c(=N)n(C)c(=O)[nH]c21,-1.52,-1.62,-0.8369299999999997
Cc1cc(CCCCCCCOc2ccc(C3=NCCO3)cc2)on1,4.79,6.19,4.331820000000004
CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,4.99,4.95,4.335100000000003
c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOc1ccccc1OCCOCCOCCO2,1.45,1.94,3.0318000000000014
CNC(=O)NCCCCn1nc(-c2ccccc2)ccc1=O,1.23,1.94,1.6194999999999988
CCNC(=O)NCCCCn1nc(-c2ccccc2)ccc1=O,1.83,2.43,2.0095999999999994
CN(C)C(=O)NCCCCn1nc(-c2ccccc2)ccc1=O,1.58,2.15,1.9616999999999996
NC(=O)NCCCCCCn1nc(-c2ccccc2)ccc1=O,1.82,2.46,2.139
CNC(=O)NCCn1nc(-c2ccccc2)ccc1=O,0.39,0.96,0.839299999999999
NC(=O)NCCCn1nc(-c2ccccc2)ccc1=O,0.69,0.98,0.9686999999999992
CNC(=O)NCCCn1nc(-c2ccccc2)ccc1=O,1.16,1.45,1.229399999999999
CCNC(=O)NCCCn1nc(-c2ccccc2)ccc1=O,1.68,1.94,1.6194999999999993
CN(C)C(=O)NCCCn1nc(-c2ccccc2)ccc1=O,1.61,1.66,1.5715999999999994
NC(=O)NCCCCn1nc(-c2ccccc2)ccc1=O,1.21,1.47,1.3587999999999991
COCC(C)N(C(=O)CCl)c1c(C)csc1C,2.15,2.57,2.9716400000000016
c1ccc2c(N3CCNCC3)nsc2c1,2.14,1.72,1.7059
COC(=O)CON=C(C)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.54,4.58,4.972900000000004
COC(=O)Nc1cccc(C(C)=O)c1,1.63,1.43,2.0675
CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N1CCCO1,3.36,3.11,4.111900000000003
CCOC(=O)Oc1cccc(C2(C(=O)CC)CCN(C)CC2)c1,1.29,2.37,3.1644000000000023
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,-2.98,-2.32,-2.0159999999999987
Fc1ccnc(N2CCNCC2)n1,0.97,0.55,0.0252999999999999
Cc1ccccc1COC1CC2(C(C)C)CCC1(C)O2,4.62,4.55,4.247820000000004
CCON=C(CC)C1=C(O)CC(c2c(C)cc(C)cc2C)CC1=O,4.46,4.87,4.672960000000004
NC(Cc1cnccn1)C(=O)O,-2.79,-3.34,-0.569
CC1(C)N=C(N)N=C(N)N1c1ccc(N)cc1,-0.59,-0.6,0.4543000000000005
O=[N+]([O-])c1nccnc1NCC(O)CO,-0.49,-0.79,-0.8501000000000001
COC(=O)c1nc(NCC(O)CO)cnc1[N+](=O)[O-],-0.1,-0.56,-1.0635
Cc1ncc([N+](=O)[O-])[nH]1,0.15,0.42,0.6263199999999999
CCCN1CCOC2c3cc(O)ccc3CCC21,2.44,2.3,2.4903000000000004
CCCOc1cn[nH]c1,1.42,1.12,1.1985
CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,3.82,3.19,2.462100000000001
CC(=O)N(CCO)c1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,-2.33,-0.35,-0.9884000000000008
CON(C)C(=O)Nc1ccc([N+](=O)[O-])cc1,1.74,2.01,1.6199
CON(C)C(=O)Nc1ccc(N)cc1,-0.16,0.15,1.2939
CON(C)C(=O)Nc1cccc(C#N)c1,1.33,1.72,1.58338
CON(C)C(=O)Nc1cccc(CO)c1,0.62,0.7,1.204
CON(C)C(=O)Nc1cccc([N+](=O)[O-])c1,1.64,2.01,1.6199
CON(C)C(=O)Nc1ccc(C=C(C#N)C#N)cc1,2.19,1.74,2.1422600000000003
CCNc1ccc(NC(=O)N(C)OC)cc1,0.83,1.19,2.1434999999999995
CCN(CC)c1ccc(NC(=O)N(C)OC)cc1,2.33,2.78,2.557900000000001
CON(C)C(=O)Nc1ccc(C(C)=O)cc1,1.22,1.3,1.9143
CON(C)C(=O)Nc1ccc(F)cc1,1.46,1.82,1.8508
CCOC(=O)c1ccc(NC(=O)N(C)OC)cc1,2.24,2.34,1.8884
CON(C)C(=O)Nc1ccc(C(=O)c2ccccc2)cc1,2.86,2.77,2.942700000000001
CON(C)C(=O)Nc1ccc(NS(C)(=O)=O)cc1,0.14,0.81,1.0832000000000002
CON(C)C(=O)Nc1ccc(C2CCCCC2)cc1,4.08,4.44,3.759400000000003
CON(C)C(=O)Nc1ccc(OC(C)CC2CCCCC2)cc1,4.51,5.37,4.449400000000003
CON(C)C(=O)Nc1ccc(OCCCCOc2ccccc2)cc1,3.57,4.41,3.949700000000004
CON(C)C(=O)Nc1ccc2c(c1)Cc1ccccc1-2,3.67,3.64,3.282900000000001
CCCCc1cccc(NC(=O)N(C)C)c1,3.23,3.4,3.122700000000002
CN(C)C(=O)Nc1ccc(C2CCCCC2)cc1,3.83,4.2,3.8278000000000034
CN(C)C(=O)Nc1cccc(OCc2ccc(Cl)cc2Cl)c1,4.1,4.46,4.665900000000003
CC(C)CC(CC(C)C)OC(=O)c1ccc(NC(=O)N(C)C)cc1Cl,5.15,5.97,5.051100000000005
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,3.0,2.07,2.2663
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC1OC(CO)C(O)C(O)C1O,0.27,-1.14,-0.6181999999999992
NC(=O)c1ccccc1NC(=O)C(Cl)Cl,1.68,1.54,1.5276999999999998
CC(=O)c1ccccc1NCC#N,1.58,1.64,1.82468
N#CCNc1ccccc1C(N)=O,0.5,0.51,0.72098
COc1ccccc1NCC(C)=O,1.49,1.4,1.6960999999999995
COc1ccccc1NCC(N)=O,0.78,0.11,0.5924
NC(=O)c1ccccc1NCCO,-0.05,0.01,0.1896999999999998
NC(=O)c1ccccc1NCCCO,0.7,0.51,0.5797999999999996
CCCCCCCCOC(=O)c1cc(=O)[nH]c(=O)[nH]1,2.6,3.19,1.5805
CON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl,3.7,4.2,3.981600000000003
Cc1nc2n(c(=O)c1C)CCCC2,0.6,0.87,1.1964400000000002
COc1cc(CC(=O)O)ccc1OC(C)C,1.75,1.98,2.1095
CCCCCC[n+]1ccc(C)c(C)c1.[I-],-1.51,-1.02,0.1752400000000009
CCCCCCCCCC[n+]1ccc(C)c(C)c1.[I-],0.66,0.95,1.7356399999999994
CCCCCCCCCCCC[n+]1ccc(C)c(C)c1.[I-],1.75,1.93,2.51584
CCCCCCCCCCCCCC[n+]1ccc(C)c(C)c1.[I-],2.93,2.91,3.2960400000000005
CCCCCCCCCCCCCCCC[n+]1ccc(C)c(C)c1.[I-],3.16,3.9,4.076240000000001
CCCCCCCC[n+]1ccc(C)cc1C.[I-],-0.57,-0.03,0.95544
CCCCCCCCCC[n+]1ccc(C)cc1C.[I-],0.54,0.95,1.7356399999999996
CCCCCCCCCCCC[n+]1ccc(C)cc1C.[I-],1.41,1.93,2.51584
CCCCCCCCCCCCCC[n+]1ccc(C)cc1C.[I-],2.47,2.91,3.2960400000000005
CCCCCC[n+]1cc(C)cc(C)c1.[I-],-1.19,-1.02,0.1752400000000009
CCCCCCCCCC[n+]1cc(C)cc(C)c1.[I-],0.76,0.95,1.7356399999999994
CCCCCCCCCCCC[n+]1cc(C)cc(C)c1.[I-],1.91,1.93,2.51584
CCCCCCCCCCCCCC[n+]1cc(C)cc(C)c1.[I-],2.9,2.91,3.2960400000000005
FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,2.9,2.73,2.9959000000000016
O=c1c2c(nc3n1CCC3)CCCC2,0.83,0.91,1.0683000000000002
CCCCCCCCCCCCCCCC[n+]1cc(C)cc(C)c1.[I-],3.35,3.9,4.076240000000001
CS(=O)(=O)c1cccc(NC(N)=O)c1,-0.12,0.13,0.5807000000000002
NC(=O)c1ccnnc1,-0.96,-1.31,-0.4245000000000003
NC(=O)c1ncccn1,-1.2,-0.53,-0.4245000000000003
CC1(C)SC2C(NC(=O)Cc3ccc(Cl)cc3Cl)C(=O)N2C1C(=O)O,3.3,3.14,2.167600000000001
CC1(C)SC2C(NC(=O)C(NS(C)(=O)=O)c3ccccc3)C(=O)N2C1C(=O)O,0.95,1.08,-0.0913999999999979
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,2.94,3.5,3.583280000000001
COc1cccc(N(C)C(=S)Oc2cccc(C(C)(C)C)c2)n1,5.18,5.34,4.187800000000004
O=C1CN=C(c2ccccc2F)c2cc(Cl)c(Cl)cc2N1,3.63,3.16,3.9220000000000015
O=C1CN=C(c2c(F)cccc2F)c2ccc(Cl)cc2N1,2.88,2.71,3.407700000000001
CCN1C(=O)CN=C(c2ccccc2)c2cc(N)ccc21,1.81,1.63,2.472700000000001
CC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2N(C)C1=O,3.4,3.2,4.195700000000003
CSCN1C(=O)CN=C(c2ccccc2)c2cc(N)ccc21,1.92,1.22,2.7733000000000017
COCN1C(=O)C(O)N=C(c2ccccc2)c2cc(N)ccc21,0.75,0.37,1.3751
,-0.06,-0.41,
Nc1nc(NCC(O)CO)c(Cl)nc1[N+](=O)[O-],-0.22,0.34,-0.6145000000000003
CC(C(c1ccccc1)c1ccccc1)[N+](=O)[O-],3.91,3.7,3.4837000000000025
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4nc(C)c(C)s4)C3=O)N1CC1NC12,1.29,1.93,0.5755399999999995
CCOc1ccc2nc(S(=O)(=O)NC)sc2c1,2.59,2.54,1.6030999999999995
NS(=O)(=O)c1nc2ccc(Cl)cc2s1,2.1,2.15,1.5971
COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(O)CC43O)C2)OC(C)C1O,0.59,1.37,3.1102000000000007
,2.57,0.9,
,3.32,1.88,
COc1cccc(OC)c1-c1nc2ccncc2[nH]1,1.66,2.13,2.6421
CC(=O)Nc1nc(NCC(O)CO)c(Cl)nc1[N+](=O)[O-],0.0,-0.1,-0.2383000000000004
CC(=O)Nc1nc(N2CCN(C)CC2)c(Cl)nc1[N+](=O)[O-],0.5,1.07,0.7483999999999997
CCOC(=O)NC1=NCC(c2cccc(F)c2)N1C,1.84,1.43,1.9143
CCOC(=O)NC1=NCC(c2ccc(F)cc2)N1C,1.9,1.43,1.9143
CCOC(=O)NC1=NCC(c2ccc(CO)cc2)N1C,0.84,0.32,1.2675
COC(=O)NC1=NCC(c2ccc(C=O)cc2)N1C,0.74,0.46,1.1976
COC(=O)NC1=NCC(c2cc(Br)ccc2Br)N1C,2.77,2.52,2.9101000000000017
COC(=O)NC1=NCC(c2cccc(Cl)c2)N1C,2.1,1.39,2.0385
