SMILES,Kow,Kowwin,Wildman-Crippen LogP,LogP model (Meylan-Kowwin)-prediction,LogP model (MLogP)-prediction,LogP model (ALogP)-prediction,mols,carboxylic acid,amide,ester,benzene,ketone,halogen,primary amine,secondary amine,tertiary amine,aliphatic hydroxyl,unbranched alkane >4,alkyl halide,nitrile,nitro,sulfide,sulfonamide,ether,aromatic hydroxyl,aromatic nitrogen,aromatic amine,aniline,phenol,bicyclic,rings,saturated rings,aromatic rings
COc1cc(CCN)cc(OC)c1Br,2.03,2.39,1.9675,2.39,2.07,1.97,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CDC40>,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1C,4.22,3.81,3.925900000000003,4.53,3.54,4.06,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CDCB0>,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,2
COC(=O)c1cc(Sc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.76,5.55,5.204800000000002,5.07,4.78,5.3,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CDD20>,0,0,1,2,0,4,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,2,0,2
CCC(Cl)(CC)C(=O)NC(N)=O,1.4,1.43,0.9789000000000002,0.49,1.12,1.32,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CDD90>,0,3,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,2.63,2.43,0.8136999999999999,3.64,1.25,1.13,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CDE00>,0,1,0,0,0,1,0,2,1,0,3,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1
CC(C)(SC(=O)N1CCCCC1)c1ccccc1,4.02,4.5,4.260800000000003,4.0,2.95,3.86,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CDE70>,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1
ON=Cc1cnns1,0.86,0.05,0.3462,0.13,-1.29,-0.01,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CDEE0>,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1
Cc1nnc(C=NO)s1,0.78,0.46,0.6546200000000002,0.68,-0.84,-0.21,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CDF50>,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1
Cc1nc(-c2ccccc2)c2ccccc2n1,3.1,3.43,3.605220000000002,3.43,3.02,3.33,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CDFC0>,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,3
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,0.5,1.83,-0.2402999999999975,0.14,0.8,0.21,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE030>,1,6,0,1,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,1
CC(C)N1CCN=C1CN1CCCCSc2ccc(Cl)cc21,5.15,5.21,4.154800000000003,5.75,3.11,3.94,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE0A0>,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,1
S=C=NCCCCc1ccccc1,4.0,4.48,3.1121000000000016,4.48,4.24,3.83,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE110>,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Cc1c(N(C)C)cc(Cc2cnc(N)nc2N)cc1N(C)C,2.06,2.12,1.6722199999999996,2.12,2.12,2.4,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE180>,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,2
COc1c(N(C)C)cc(Cc2cnc(N)nc2N)cc1N(C)C(C)=O,1.01,0.41,1.2891,1.13,1.18,1.06,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE1F0>,0,1,0,1,0,0,2,0,4,0,0,0,0,0,0,0,1,0,2,0,4,0,0,2,0,2
COc1c(N(C)C)cc(Cc2cnc(N)nc2N)cc1N(C)C,2.05,1.65,1.3723999999999996,1.65,1.36,1.9,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE260>,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,1,0,2,0,4,0,0,2,0,2
CNc1cc(Cc2cnc(N)nc2N)cc(NC)c1,0.44,-0.07,1.3151999999999997,0.48,1.35,1.29,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE2D0>,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,2
CNc1cc(Cc2cnc(N)nc2N)cc(N(C)C(C)=O)c1C,0.53,0.33,1.5646199999999997,1.05,1.69,1.25,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE340>,0,1,0,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,2
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1CC(O)CO,0.96,0.66,1.1319999999999997,1.38,1.33,1.66,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE3B0>,0,1,0,2,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,2
CC(C)(C)NCC(O)COc1cccc2c1CCN(C=O)C2,1.3,1.09,1.3289,1.29,2.08,1.3,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE420>,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1
N=C(N)NN=C1C=CC(=NNC(N)=O)C=C1,1.56,0.45,-1.0242299999999998,-0.1,-0.26,-1.5,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE490>,0,2,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CCCCCOc1cc(N)ccc1C(=O)O,2.38,2.66,2.5360000000000005,3.0,2.12,2.46,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE500>,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
CC(C)CCOc1cc(N)ccc1C(=O)O,2.3,2.59,2.3919000000000006,2.93,2.12,2.25,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE570>,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
CN(C)c1cc(Cc2cnc(N)nc2N)cc(N(C)C)c1,1.6,1.57,1.3638,1.57,1.87,1.92,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE5E0>,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,2
CNc1cc(Cc2cnc(N)nc2N)cc(N(C)C)c1OC,1.56,1.11,1.3480999999999994,1.11,1.11,1.59,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE650>,0,0,0,1,0,0,2,1,3,0,0,0,0,0,0,0,1,0,2,0,4,0,0,2,0,2
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,9.96,9.45,7.251100000000008,9.79,5.08,7.45,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE6C0>,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,3,3,0,1
COc1c(OC)c(OC(C)=O)c2ccccc2c1OC(C)=O,2.39,2.69,2.7076,2.52,2.43,2.24,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE730>,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,2
COc1cc(SC)c(OC)cc1CC(C)N,2.17,2.52,2.3154000000000003,2.46,2.21,2.14,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE7A0>,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1
COc1cc(SC)c(OC)cc1CCN,1.81,2.1,1.9269,2.05,1.92,1.77,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE810>,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1
CN(C)c1cncc(Cl)n1,1.95,1.62,1.196,1.62,0.42,1.1,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE880>,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1
CN(C)C(=O)Nc1ccc(C(=O)c2ccccc2)cc1,2.59,2.54,3.0111000000000017,2.94,2.7,2.65,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE8F0>,0,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2
CCCCCOC(=O)C(C(=O)OCCCCC)=C1SCCS1,5.6,4.9,4.144800000000004,4.09,2.87,5.08,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE960>,0,0,2,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0
Clc1cccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1Cl,7.25,7.62,7.274000000000001,7.62,6.47,7.33,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CE9D0>,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Cc1ccc(S(=O)(=O)CC(=O)c2ccc(Cl)cc2)cc1,3.43,3.3,3.3050200000000016,2.6,2.89,3.98,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CEA40>,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Cc1ccc(C(=O)CS(=O)(=O)c2ccc(C)cc2)cc1,3.3,3.2,2.960040000000001,2.5,2.62,3.8,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CEAB0>,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
NCCc1nc(-c2ccccc2)cs1,2.22,1.97,2.3113,2.32,1.39,2.0,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CEB20>,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2
Fc1cccc(C2CNCCO2)c1,1.42,1.28,1.4866,1.05,1.69,1.29,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CEB90>,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1
Cc1cccc(C2CNCCO2)c1,1.52,1.62,1.6559199999999998,1.4,1.56,1.57,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CEC00>,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1
CSc1nncc(=O)n1N,0.38,-1.03,-0.9260000000000002,-2.53,0.76,-0.29,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CEC70>,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1
CC(C)(O)C(=O)Nc1ccc(Cl)cc1,2.0,1.95,2.0494,1.15,1.97,1.74,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CECE0>,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])cc1,1.61,1.84,1.3042,0.32,1.32,0.97,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CED50>,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
CC(=O)Nc1ccc2c(=O)c(C)c(C)oc2c1[N+](=O)[O-],1.61,1.92,2.27644,1.76,1.25,1.36,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CEDC0>,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,2
Clc1cccc2nccnc12,1.75,1.76,2.2832,1.76,1.45,1.96,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CEE30>,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2
NCCCCc1ccncc1,0.86,1.35,1.3630000000000004,1.35,0.97,1.02,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CEEA0>,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
CCCOC1OC(CO)C(O)C(O)C1O,-1.66,-1.52,-1.7871,-0.57,-1.48,-1.23,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CEF10>,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0
Cc1ccccc1OCC(=O)NNC(C)C,1.83,2.13,1.4030199999999995,1.64,1.99,2.2,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CEF80>,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
COc1ccccc1OCC(=O)NNC(C)C,1.11,1.14,1.1031999999999993,1.17,1.47,1.69,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CEFF0>,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1
COc1cccc(OCC(=O)NNC(C)C)c1,1.33,1.66,1.1031999999999993,1.17,1.47,1.69,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF060>,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1
O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,4.05,4.29,3.415700000000001,4.69,3.37,3.93,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF0D0>,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
Cc1ccc2c(=O)[nH]c(=O)[nH]c2c1,0.55,1.33,0.52482,1.94,1.17,1.05,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF140>,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,2
Cc1ccc2[nH]c(=O)[nH]c(=O)c2c1,0.55,1.33,0.5248199999999996,1.94,1.17,1.05,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF1B0>,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,2
CCOc1cccnn1,0.63,0.97,0.8753,0.97,0.62,1.08,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF220>,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1
CC(CS)C(=O)N1CCCC1C(=O)O,0.34,0.84,0.6279000000000001,0.84,0.64,0.75,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF290>,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Cc1ncc([N+](=O)[O-])n1CC(O)CO,-0.59,-0.64,-0.5470800000000005,-0.64,-0.47,-0.81,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF300>,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1
NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,3.06,3.13,3.2876000000000003,4.63,3.03,3.61,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF370>,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
Cc1ccc(NC(=O)NN)cc1,0.69,0.17,0.99022,-0.24,1.61,0.73,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF3E0>,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
COc1ccccc1NC(=O)NN,-0.15,-0.3,0.6903999999999999,-0.71,1.09,0.23,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF450>,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
COc1ccc(NC(=O)NN)cc1,0.17,-0.3,0.6903999999999999,-0.71,1.09,0.23,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF4C0>,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
Cc1cccc(CN(C)N=O)c1,1.96,1.62,2.10822,1.62,2.06,2.16,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF530>,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Cc1ccc(CN(C)N=O)cc1,2.14,1.62,2.10822,1.62,2.06,2.16,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF5A0>,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
N#CN=[N+]([O-])c1cccc(Cl)c1,2.4,2.36,2.415080000000001,2.45,2.2,0.24,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF610>,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
N#CN=[N+]([O-])c1cccc(Br)c1,2.56,2.61,2.524180000000001,2.69,2.36,0.32,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF680>,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
N#CN=[N+]([O-])c1ccc(Br)cc1,2.5,2.61,2.5241800000000003,2.69,2.36,0.32,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF6F0>,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
N#CN=[N+]([O-])c1cccc([N+](=O)[O-])c1,1.45,1.54,1.66988,1.62,1.56,-0.53,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF760>,0,0,0,1,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
COc1cccc([N+]([O-])=NC#N)c1,2.24,1.8,1.77028,1.88,1.41,-0.44,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF7D0>,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
COc1ccc([N+]([O-])=NC#N)cc1,2.15,1.8,1.77028,1.88,1.41,-0.44,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF840>,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
CN(C)c1ccc([N+]([O-])=NC#N)cc1,2.3,1.9,1.82768,1.98,1.73,-0.26,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF8B0>,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
CN(C)C(=O)SCCCCOc1ccccc1,3.28,3.28,3.2604000000000024,2.77,2.26,3.06,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF920>,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,-0.74,-0.42,-1.1119999999999963,-3.12,0.87,-0.28,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CF990>,1,6,0,1,0,0,0,2,7,0,0,0,0,0,2,0,0,1,4,0,0,1,1,5,2,2
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5.45,6.09,5.340800000000003,5.81,4.88,5.53,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CFA00>,0,0,0,2,0,5,0,0,3,0,0,3,0,2,0,0,0,0,0,0,1,0,0,2,0,2
O=CNc1cccc2cccnc12,1.8,2.08,1.8031,2.04,1.65,1.19,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CFA70>,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,2
Cn1c([N+](=O)[O-])cnc1C=Cc1ccnc(N)n1,0.85,0.84,0.8708999999999998,-0.02,0.89,0.76,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CFAE0>,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,4,0,1,0,0,2,0,2
CCCCCOC(=O)Nc1ccccc1,3.8,3.72,3.425300000000002,3.72,3.2,3.38,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CFB50>,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
CN(C)CCNC(=O)c1ccccc1,1.1,0.9,0.9779999999999998,0.9,1.7,1.18,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CFBC0>,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COc1ccc(C(OC(C)=O)C(Cl)(Cl)Cl)cc1,3.72,3.93,3.6696000000000017,3.93,2.93,3.21,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CFC30>,0,0,1,1,0,3,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,1
OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,3.18,3.17,3.553300000000002,3.17,3.5,3.37,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CFCA0>,0,0,0,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3
COc1cc(OC)c(N=C2NCCN2)cc1Cl,1.38,1.41,1.5375,1.41,1.61,1.66,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CFD10>,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1
COc1cc(C)ccc1N=C1NCCN1,1.64,1.23,1.1839199999999996,1.23,1.58,1.5,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CFD80>,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1
Brc1ccc(N=C2NCCN2)cc1,1.75,1.49,1.6294,1.49,2.25,1.77,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CFDF0>,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
CC(C)c1cccc(C(C)C)c1NC1=NCCN1,3.04,3.48,3.3045000000000018,4.45,3.2,3.41,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CFE60>,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1
CCCSC1OC(CO)C(O)C(O)C1O,-1.18,-1.17,-1.0705000000000005,-1.17,-1.11,-0.49,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CFED0>,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
OCC1OC(SCCc2ccccc2)C(O)C(O)C1O,-0.1,0.04,-0.2378000000000006,0.04,-0.05,0.54,<rdkit.Chem.rdchem.Mol object at 0x00000184B99CFF40>,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1
CC(C)(C)NCC(O)COCc1ccccc1,1.7,1.58,1.9522,1.58,1.94,1.66,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D0040>,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
CC(C)(C)NC(=O)NO,0.5,0.15,0.4733,0.15,0.57,-0.26,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D00B0>,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,5.92,5.79,6.092500000000001,6.63,4.97,6.05,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D0120>,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2
O=C1CN=C(c2ccccc2Br)c2cc(Cl)ccc2N1,3.17,3.2,3.892000000000001,4.16,3.33,4.02,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D0190>,0,1,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2
Cn1cc([N+](=O)[O-])nc1Cl,0.19,1.07,0.9817,1.07,0.6,1.23,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D0200>,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1
Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1,5.88,5.98,5.439100000000002,5.98,4.72,5.38,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D0270>,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2
Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1,6.41,6.43,6.745900000000001,7.27,5.22,6.71,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D02E0>,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2
N#Cc1ccc2nc(N)[nH]c2c1,1.13,0.42,1.01678,-0.14,0.63,1.02,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D0350>,0,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,2,1,1,0,1,2,0,2
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,2.81,2.98,2.3934,1.96,1.99,2.58,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D03C0>,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],3.26,3.9,3.2018000000000013,3.9,2.69,2.96,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D0430>,0,0,2,1,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1
OCC1OC(n2cnc3c2N=CNCC3O)CC1O,-2.09,-2.54,-1.1797999999999995,-3.45,-0.71,-1.73,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D04A0>,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,0,2,0,0,0,1,3,1,1
COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,3.0,3.33,3.687400000000002,4.35,4.11,3.99,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D0510>,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2
CCc1cc(=O)n2c(C)cccc2n1,1.59,1.69,1.56532,2.73,1.36,1.31,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D0580>,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,3.69,4.24,4.466000000000004,5.26,4.56,4.71,<rdkit.Chem.rdchem.Mol object at 0x00000184B99D05F0>,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2
