SMILES,Kow,Kowwin,Wildman-Crippen LogP
c1ccc2nnn(CCCCCC(=O)OCC)c2c1,2.68,3.13,2.5548
C1=CC2=NN(CC(=O)OCC)N=C2C=C1,1.85,1.75,0.9943999999999998
C1=CC2=NN(CCC(=O)OCC)N=C2C=C1,2.12,2.24,1.3844999999999998
CCOC(=O)CCCC[n]1[n]c2ccccc2[n]1,2.85,3.22,2.1647
CCOC(=O)CCCCC[n]1[n]c2ccccc2[n]1,3.17,3.71,2.554800000000001
NC(=O)C[n]1[n][n]c2ccccc12,-0.1,-0.24,-0.08340000000000058
NC(=O)CC[n]1[n][n]c2ccccc12,0.27,-0.37,0.3066999999999993
c1ccc2nnn(CCCC(=O)N)c2c1,0.37,0.12,0.6968000000000001
c1ccc2nnn(CCCCC(=O)N)c2c1,0.58,0.62,1.0868999999999998
c1ccc2nnn(CCCCCC(=O)N)c2c1,0.79,1.11,1.4769999999999999
NC(=O)C[n]1[n]c2ccccc2[n]1,0.28,0.34,-0.08340000000000058
NC(=O)CC[n]1[n]c2ccccc2[n]1,0.66,0.21,0.3066999999999993
NC(=O)CCC[n]1[n]c2ccccc2[n]1,0.78,0.7,0.6967999999999992
NC(=O)CCCC[n]1[n]c2ccccc2[n]1,1.01,1.19,1.0868999999999993
NC(=O)CCCCC[n]1[n]c2ccccc2[n]1,1.41,1.68,1.4769999999999992
CC(C)(C)N=C1SCN(C(=O)N1C(C)C)c1ccccc1,4.3,4.3,4.1822000000000035
CC(Oc1ccc(cc1)Oc1ccc(c[n]1)C(F)(F)F)C(O)=O,3.18,3.58,3.744600000000001
c4cncn4C13CC2CC(C3)CC(C2)C1,2.9,3.67,2.8084000000000016
CNC(=O)CCc1c[nH]c2ccccc12,1.23,1.56,1.8465
CCC(C)C(NCc1ccccc1)C(O)=O,-0.27,0.58,2.2754999999999996
Cc1cc(NC(C)=O)c(C)cc1O,0.6,0.8,1.9674400000000003
CC(=O)Nc1c(C)c(C)c(O)c(C)c1,0.82,1.35,2.2758599999999998
CCOC(=O)C(=Cc1ccc(o1)[N+]([O-])=O)C(=O)OCC,2.5,2.12,1.6973999999999998
O=C1N(C)C(=O)NC(=O)C1(C(C)CC)CC(Br)=C,2.43,2.47,2.0258
N#CC(=Cc1ccc(I)o1)C#N,2.42,2.65,2.3147600000000006
CCOc2cc(Cc1cnc(N)nc1N)cc(OC)c2C(C)=C,2.65,3.32,2.672200000000001
CN1C(CO)C(O)C(O)C(O)C1O,-2.4,-3.5,-3.3062
CC(Cl)C(=O)Nc1ccc(cc1)C2=NNC(=O)CC2C,1.4,2.45,2.1125
OC[C@@H]1CC[C@@H](O1)[n]1c[n]c2C(=O)NC=Nc12,-1.24,-0.47,-0.21050000000000008
Clc1cc(Cl)c2oc3c(c2c1)c(Cl)c(Cl)cc3Cl,6.34,6.94,6.8530000000000015
CCCc1[n][n]c(N)o1,0.23,0.16,0.6043000000000001
CC(C)Cc1[n][n]c(N)o1,0.4,0.58,0.8503000000000001
o1c(N)nnc1C(C)CC,0.62,0.58,1.1653
CC(C)(C)c1[n][n]c(N)o1,0.48,0.54,0.9493
CCCCCc1[n][n]c(N)o1,1.1,1.14,1.3845
CCCCCCc1[n][n]c(N)o1,1.43,1.64,1.7746
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1Cl,7.6,7.62,7.274
COC(=O)C(C)Oc1ccc(cc1)Oc1[n]cc(cc1Cl)C(F)(F)F,4.0600000000000005,3.67,4.486400000000002
CCCCOC(=O)C(C)Oc1ccc(cc1)Oc1ccc(c[n]1)C(F)(F)F,4.5,5.34,5.003300000000004
CNC(=O)C1=Cc2ccccc2N1,1.9,1.91,1.5274999999999999
CCNC(=O)c1cc2ccccc2[nH]1,2.32,2.4,1.9176
COC(=O)NC1=NCC(c2ccc(C(C)C)cc2)N1,2.6,1.99,2.1663
COC(=O)NC1=NCC(c2cc(F)ccc2)N1,1.41,0.73,1.182
COC(=O)NC1=NCC(c2ccccc2Br)N1,1.85,1.42,1.8054
COC(=O)NC1=NCC(c2cc(Br)ccc2)N1,2.09,1.42,1.8054
N(OC)(C)C(=O)Nc1ccc(OCCc2ccccc2)cc1,4.5,3.9,3.3332000000000024
n1c(N)nc(N)c(Cc2ccc(N)cc2)c1,0.22,0.3,0.8139999999999996
n1c(N)nc(N)c(Cc2ccc(N(C)C)cc2)c1,1.82,1.4,1.2977999999999994
c1nc(N)nc(N)c1Cc2cc(Cl)ccc2,2.29,1.86,1.8852
C1CCCN1P(=O)(N(CC)CC)N(CC)CC,2.39,2.61,2.8739000000000017
C1(CCC2)=C2N=C3C=CC=CN3C1=O,1.19,1.28,1.1832
C1(CCC2)=C2N=C3C=CC(C)=CN3C1=O,1.63,1.82,1.49162
n1c(OCCC)cncc1,1.84,1.9,1.2653999999999999
CC(C)[C@H](C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1)c1ccc(cc1)OC(F)F,6.2,6.56,6.627980000000005
N(=O)(=O)c1nccn1CC(O)CN2CCCCC2,1.0,0.43,0.6380999999999997
OC(=O)Cc1ccccc1Nc2c(Cl)c(Cl)ccc2,4.86,4.02,4.364100000000002
OC(=O)Cc1ccccc1Nc1ccccc1,3.49,2.73,3.0573000000000015
CCCCOC(NC(=O)c1ccccc1O)C(Cl)(Cl)Cl,4.45,4.53,3.635000000000003
CCC(C)C(=O)NN,-0.33,-0.13,0.022400000000000142
Cc1ccccc1N1C(=O)CCC1=O,0.29,0.38,1.6484200000000002
CN2C(=C(O)c1sc(Cl)cc1S2(=O)=O)C(=O)Nc3ccccn3,2.62,3.04,2.2959000000000005
C1=C(C)N2C(=O)C(CC)=C(C)N=C2C=C1,1.86,2.28,1.87374
C1C(C)N2C(=O)C(CC)=C(C)N=C2CC1,1.43,1.78,2.01142
CC1N=C2C=CC=CN2C(=O)C=1CCC,1.75,2.18,1.95542
CCC1N=C2C=CC=C(C)N2C(=O)C=1C,1.87,2.24,1.87374
CC1=CC=CC2=NC(CCC)=C(CC)C(=O)N12,2.37,3.26,2.5178200000000004
CN1CCN(CC1)c1cc2c(cc1F)C(=O)C(=CN2CC)C(O)=O,0.27,-0.09,1.6105
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CCNCC1,-1.03,-0.31,1.2683000000000002
CON(C)C(=O)Nc1cc(ccc1)C(C)(C)C,3.21,3.53,3.0092000000000017
CC1C(N=Nc2ccc(Cl)cc2[N+]([O-])=O)=C(O)N(CC)C(=O)C=1C#N,3.4,3.57,3.730900000000002
CC(=O)c1cc(ccc1)N1C(N)=NC(N)=NC1(C)C,-0.22,0.0,1.0747
c1c(OCCCC)cccc1N2C(N)=NC(N)=NC2(C)C,2.03,1.87,2.051
Clc1ccc(Cl)c2c1oc1c2c(Cl)cc(Cl)c1Cl,6.34,6.94,6.853000000000001
Clc1cc2oc3c(c2cc1)c(Cl)cc(Cl)c3Cl,6.23,6.29,6.199600000000001
Clc1ccc(Cl)c2c1oc1c2c(Cl)ccc1Cl,5.6,6.29,6.199600000000001
c1(Cl)c(Cl)c2c3c(Cl)ccc(Cl)c3oc2c(Cl)c1,6.59,6.94,6.853
c1cccc(Cl)c1C(=O)N(C(C)C)C(C)C,3.0,3.19,3.599000000000002
c1ccc2S(=O)(=O)N=C(C)Nc2n1,-0.25,-0.8,0.6142
c1cc(C(C)(C)C)ccc1C(c2ccccc2)CCN(C)C,5.1,5.76,5.067700000000005
N(C)(C)CCCC(c1ccc(C(C)(C)C)cc1)c2ccccc2,5.72,6.25,5.457800000000006
c1ccccc1N(Cc2ccc(C(C)(C)C)cc2)CCN(C)C,5.34,5.19,4.552300000000004
CN(C)C(=O)Nc1cc(ccc1)OCCc1ccccc1,3.39,3.66,3.401600000000002
Clc1cc(Cl)c2c3c(ccc(Cl)c3Cl)oc2c1Cl,6.51,6.94,6.853000000000001
OC(=O)C(N)CC(CC(CC1CC23)C3)(C1)C2,0.43,0.57,2.0047999999999995
C1N2C(=O)c3c(C)cccc3N=C2CC1,1.59,1.71,1.65112
c1cnccc1c2cnc(Cl)c(C#N)c2,1.74,1.57,2.668680000000001
c1cnccc1c2cnc(OC)c(C#N)c2,2.02,1.46,2.0238799999999997
COC(=O)C[n]1c[n]c([n]1)[N+]([O-])=O,-0.38,-0.86,-0.6406999999999998
C1CN2C(=O)C(C(=O)OCC)=CN=C2CC1C,0.66,0.28,1.0023
C(C)(C)OCC(O)Cn1c(N(=O)(=O))ncc1,0.51,0.01,0.5771999999999999
COCCn1c(N(=O)(=O))ncc1,0.12,0.15,0.4377
c2ccccc2OCCCn1c(N(=O)(=O))ncc1,2.38,2.65,2.2603999999999997
CC(=O)Cn1c(N(=O)(=O))ncc1,-0.34,-0.64,0.38029999999999986
CCOCCn1c(N(=O)(=O))ncc1,0.53,0.64,0.8278000000000001
[O-][N+](=O)c1[n]cc[n]1CCOc1ccccc1,1.89,2.16,1.8702999999999996
COCC(O)Cn1c(C)nc(N(=O)(=O))c1,-0.36,-0.35,0.10702000000000012
CS(=O)(=O)CC[n]1cc[n]c1[N+]([O-])=O,-1.3,-1.02,-0.16410000000000013
c1ccccc1S(=O)(=O)CCn2c(N(=O)(=O))ncc2,0.52,0.64,1.2652
CNC(=O)ON=Cc1ccc(Cl)cc1,2.27,2.26,2.0299
Cc1c[n]c(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)[s]1,3.43,3.5,1.95092
n1c(N)nc(N)c(Cc2cc(OC)c(SCC)c(OC)c2)c1,1.79,2.47,2.3610000000000007
n1c(N)nc(N)c(Cc2cc(OC)c(n3cccc3)c(OC)c2)c1,1.78,2.03,2.0397
Nc2ccn(C1CC(CO)C(O)C1O)c(=O)n2,-2.41,-3.19,-1.8994000000000004
CCN1N=NN(CCN2CCC(COC)(CC2)N(c2ccccc2)C(=O)CC)C1=O,2.16,2.36,1.3838999999999997
CCS(=O)(=O)c1cc(OC)c(OC)c(c1)OC,1.05,0.56,1.506
CC(C)CCS(=O)(=O)c1cc(OC)c(OC)c(c1)OC,2.12,1.96,2.5322000000000005
CCCS(=O)(=O)c1cc(OC)c(OC)c(c1)OC,1.56,1.06,1.8961
c1ccccc1C(O)CS(=O)(=O)c2cc(OC)c(OC)c(OC)c2,1.65,0.73,2.2197000000000005
CN(CCCC)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,2.05,1.24,2.218
c1c(OC)c(OC)c(OC)cc1S(=O)(=O)CCN(CCCC)CCCC,3.55,2.72,3.388300000000002
CCN(CC)CCNC(=O)c1c(OC)ccc(Br)c1,3.2,2.85,2.5293
CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1,3.77,3.17,3.0650000000000013
CCOC(=O)[C@@H](C)Oc1ccc(cc1)Oc1[n]c2ccc(Cl)cc2o1,4.58,4.95,4.603900000000004
COc1c(cc2CC[C@H](NC(=O)C(F)(F)F)C3=CC(=O)C(O)=CC=C3c2c1OC)OC,1.82,2.23,3.1110000000000015
CC(=O)NC(=O)NCC,-0.01,-0.05,-0.14800000000000013
[Br-].C[N+](C)(C)Cc1cc(ccc1)[N+]([O-])=O,-2.66,-2.66,-1.1949999999999974
[Br-].C[N+](C)(C)Cc1cc(ccc1)C(N)=O,-2.8,-2.48,-2.004299999999996
[Br-].C[N+](C)(C)Cc1cccc(N)c1,-2.5,-2.14,-1.5209999999999966
[Br-].C[N+](C)(C)Cc1cccc(O)c1,-2.4,-2.95,-1.3975999999999984
[Br-].C[N+](C)(C)Cc1cc(ccc1)C(F)(F)F,-1.35,-1.51,-0.08439999999999936
COc1c(cc2CC[C@H](NC(=O)C(F)(F)F)C3C=C(OC)C(=O)C=CC=3c2c1OC)OC,2.08,2.91,3.4140000000000024
Cc1ccc(CC2=CN=C(NC2=O)NCCCCc2[n]cccc2OC)c[n]1,2.58,2.34,2.902520000000001
COc1ccc(cc1Cl)C(=O)CCCC(=O)O,2.17,2.64,2.7862
c3c(C)cccc3O[Si]12OCCN(CCO2)CCO1,0.15,0.1,1.18842
CNc1ccc(cc1)S(=O)(=O)N(C)C,1.43,0.68,0.9785999999999999
O=C(Nc1cc(Cl)c(Oc2[n]cc(cc2Cl)C(F)(F)F)c(Cl)c1)NC(=O)c1c(F)cccc1F,5.8,5.87,7.093000000000003
n1c(N)nc(N)c(Cc2cc(O)c(O)c(OC)c2)c1,-0.31,0.08,0.6516
O=C1CC(C(=O)OC)CN1CCCCCC,2.3,1.82,1.5881999999999996
Cc1[n][n](C)c(OCC(=O)c2ccccc2)c1C(=O)c1ccc(Cl)cc1Cl,3.69,4.97,4.528020000000003
Clc1cc(Cl)c(Cl)cc1Oc2c(Cl)c(Cl)c(Cl)cc2,7.01,7.08,7.3993
Clc1cc(Cl)ccc1Oc2c(Cl)c(Cl)c(Cl)cc2,6.28,6.43,6.745900000000002
Clc1cc(Cl)ccc1Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2,6.72,7.08,7.399300000000001
Clc1c(Cl)c(Cl)ccc1Oc2c(Cl)c(Cl)c(Cl)cc2,6.82,7.08,7.3993
Clc1c(Cl)c(Cl)ccc1Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2,7.28,7.72,8.0527
COC(=O)C(C)N(c1c(C)cccc1C)C(=O)Cc1ccccc1,3.4,3.69,3.440640000000002
Clc1cccc2Oc3cc(Cl)c(Cl)c(Cl)c3Oc12,6.39,6.92,6.198200000000001
COc1cc(N)c(cc1C(=O)NCC1CCCN1CC)S(=O)(=O)CC,1.1,1.11,1.2851000000000004
COC(=O)N1C(=O)NC(=O)C(F)=C1,-0.68,-0.63,-0.7097999999999998
C1(=O)NC(=O)C(F)=CN1C(=O)OCC(C)C,0.87,0.77,0.3163999999999998
N1=C(N)SC=C1CC(=O)NC2C3SCC(CSC4=NN=NN4CCN(C)C)=C(C(=O)OCOC(=O)C(C)(C)C)N3C2=O,1.57,-0.63,0.35220000000000073
Clc1cc(Cl)c(Cl)cc1Oc1cc(Cl)c(Cl)cc1Cl,6.72,7.08,7.3993
NC(=O)CCCc1cc[n]cc1,-0.09,0.34,0.8895999999999997
Clc1c2Oc3ccc(Cl)c(Cl)c3Oc2cc(Cl)c1Cl,6.74,7.56,6.8516
Clc1cc(Cl)c2Oc3cc(Cl)c(Cl)c(Cl)c3Oc2c1,6.53,7.56,6.851600000000001
Clc1cc(Cl)c2Oc3c(cc(Cl)c(Cl)c3Cl)Oc2c1,6.4,7.56,6.8516
C[C@@]12CC[C@H]3[C@H](C)CC[C@H]4[C@@H](C)[C@H](O[C@H](O1)[C@]43OO2)OC,3.53,3.06,2.8408000000000015
CC1C(=O)c2ccccc2OC=1c1ccccc1,3.92,4.06,3.7684200000000025
CCC24CCN(C(C4(C)C)Cc3ccc(cc23)O)CC1(CC1)O,3.82,3.95,3.221500000000002
Clc1cc(Cl)c2c(c1)oc1c2cc(Cl)cc1Cl,6.37,6.29,6.199600000000001
N#Cc1[n]c(Cl)c[n]c1C#N,0.95,0.78,0.87336
CCc1[n]c(C#N)c(C#N)[n]c1Cl,1.79,1.82,1.43576
CCCCc1[n]c(C#N)c(C#N)[n]c1Cl,2.89,2.8,2.21596
Cc1[n]c(C#N)c(C#N)[n]c1CCCC,2.3,2.7,1.87098
CC(=O)c1cc(ccc1)NC(=O)Cc1ccccc1,2.62,2.49,3.070400000000001
Cc1[n]c(C#N)c(C#N)[n]c1Cl,1.29,1.33,1.18178
CC(CC2)(C)CCC2(c3ccccc3)N1CCCCC1,6.39,5.76,4.968000000000004
CS(=O)(=O)NC(=O)c1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,2.9,3.41,3.7487000000000013
CC(=NN=C(N)N)c1ccc[s]1,1.05,1.39,0.7455000000000004
C1COCCOCCOCCOc2ccccc2OCCOCCOCCO1,0.45,0.4,1.5574000000000001
c1ccccc1C2(N3CCCCC3)CC(C)(C)CC(C)C2,6.35,6.18,5.214000000000006
C1CCCCC1CC(=O)N2CCCCC2,3.2,3.64,2.9693000000000014
CC(C)S(=O)(=O)[n]1c(N)[n]c2ccc(cc12)/C(=N/O)/c1ccccc1,3.1,2.7,2.4314
c1ccc2c3ccccc3C(NC(=O)CN(CC)CC)c2c1,3.64,3.23,3.2144000000000013
CCN(CC(=O)NCc1ccccc1)CC,2.14,1.6,1.6445999999999996
CCCN(CC(=O)NCc1ccccc1)CCC,3.11,2.58,2.4248000000000003
O=C(CN1CCCCC1)NCc1ccccc1,2.27,1.98,1.7886999999999997
O=C(CN1CCOCC1)NCc1ccccc1,0.67,0.23,0.6350000000000002
c1cc2c3ccccc3C(NC(=O)CN(CCC)CCC)c2cc1,4.61,4.22,3.994600000000003
CCCCCCCCCCCCCc1cccc(O)c1,8.84,7.95,6.2457000000000065
c1c(Cl)cc2C(c3ccc(OC)cc3)=NCC(=O)N(C)c2c1,3.15,2.78,3.1624000000000008
O=[N+]1[N-]C(=Nc2ccc(Cl)cc12)[n]1c[n]cc1,2.04,1.45,0.9455999999999998
CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1,4.3,4.24,3.6038000000000023
COC(=O)C1C(C(C(=O)OCC)=C(C)NC=1C)c1cccc(Cl)c1Cl,3.86,4.46,3.9643000000000024
"C[C@]12Oc3c(C1=O)c1c(C(=O)C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H](C)[C@H](C=CO2)OC)=C2NC4(CCN(CC(C)C)CC4)N=C21)c(O)c3C |c:17,t:19,39|",4.5,7.5,4.615720000000005
CC(=O)Nc1cc2Cc3cc(N(=O)=O)ccc3c2cc1,3.08,2.94,3.1244000000000014
CN(c1ccccc1)C(=O)N(C)N=O,1.58,1.57,1.8559999999999999
O=C1CCC(=O)N1c2ccccc2F,0.22,0.03,1.4790999999999999
O=C1CCC(=O)N1c2ccccc2I,0.8,1.0,1.9445999999999999
O=C1CCC(=O)N1c1cccc(I)c1,1.39,1.33,1.9446
O=C1CCC(=O)N1c2cc(CC)ccc2,1.04,1.2,1.9023999999999999
c1ccc(C(=O)OC)cc1N2C(=O)CCC2(=O),0.36,-0.01,1.1266
O=C1CCC(=O)N1c2ccc(CC)cc2,1.1,1.2,1.9023999999999999
c1ccccc1C(C(C)C)C(=O)OC,3.33,3.41,2.5992000000000006
Oc1c(Br)cc(Br)cc1C(=O)Nc2ccc(Cl)cc2N(=O)(=O),5.05,5.69,4.731100000000001
Cc1cc(OCCNC)c(cc1O)C(C)C,2.35,3.08,2.4222200000000003
Cc1c(Cc2cc(ccc2OC)OC)c[n]c2[n]c(N)[n]c(N)c12,2.13,3.09,2.1056199999999996
c1c(F)cccc1NC(=O)OC,2.21,1.95,2.0039999999999996
n1c(N)nc(N)nc1c2ccccc2CC,1.65,1.57,1.2653999999999999
COc1ccccc1-c1[n]c(N)[n]c(N)[n]1,0.58,0.62,0.7115999999999998
n1c(N)nc(N)nc1c2ccccc2OCC,1.03,1.11,1.1017
CC1=C(NCC(C)C)C(=O)N(c2ccccc2)C(=O)N1C,1.48,1.49,1.9125199999999998
n1c(N)nc(N)nc1c2ccccc2I,1.41,1.7,1.3075999999999999
CC(C)NC(C)C(O)COc1ccc(C)c2CCCc12,3.19,3.86,2.6099200000000007
Cc1[nH]c[n]c1CSCCNC1NC(=O)C(Cc2cc3OCOc3cc2)=CN=1,2.11,2.51,2.46622
c1cc(OC)ccc1C=CC(=O)OCCN(CC)CC,3.55,3.12,2.593400000000001
c1c(OC)c(OC)c(OC)cc1C=CC(=O)OCCN(CC)CC,2.84,2.55,2.6106000000000007
c1cc(F)ccc1C=CC(=O)OCCN(CC)CC,3.52,3.24,2.7239000000000013
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c21,4.19,3.05,3.738000000000002
CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)CN(CC#C)C2=O)C1(C)C,2.9,2.98,1.6229
c1ccoc1C=C(N(=O)(=O))C(=O)OC,1.88,1.91,1.0702
CC(=O)c1cc2ccc[n]c2cc1,1.58,1.82,2.4374000000000002
c1nc(N)nc(N)c1Cc2cc(OCC)c(OC)cc2,1.2,1.35,1.6391
O=C1OC2(CCCC2)c2ccccc21,2.56,2.46,2.6263000000000014
CCOc1cc(Cc2c[n]c(N)[n]c2N)cc(OCC)c1-[n]1cccc1,2.89,3.01,2.8199000000000014
c1ccc2C(O3)CC(N)C3c2c1,0.75,0.55,1.5299999999999998
CN(C(=O)COc1[n]c2ccccc2[s]1)c1ccccc1,3.23,2.8,3.3381000000000016
CCCCOc1ccc(cc1)C(N)=O,2.48,2.29,1.9644
n1c(N)nc(N)c(Cc2cc(C)c(OC)cc2)c1,1.91,1.85,1.5488199999999999
Nc1nc(N)ncc1Cc2cc(OC)c(C)cc2,2.14,1.85,1.5488199999999996
c1nc(N)nc(N)c1Cc2cc(C(C)C)c(OC)cc2,2.79,2.75,2.3638000000000003
c1nc(N)nc(N)c1Cc2cc(OC)c(C(C)C)cc2,3.14,2.75,2.3638000000000003
n1c(N)nc(N)c(Cc2cc(OC)c(Cl)cc2)c1,1.87,1.94,1.8938
n1c(N)nc(N)c(Cc2cc(Cl)c(OC)cc2)c1,1.65,1.94,1.8938
COCC(=O)Nc1c(I)c(c(I)c(c1I)C(=O)N(C)CC(O)CO)C(=O)NCC(O)CO,-2.05,-2.49,-0.40650000000000014
n1c(N)nc(N)c(Cc2cc(OC)c(O)cc2)c1,0.64,0.56,0.9459999999999997
CS(=O)c1cc(OC)c(cc1)-c1[nH]c2ccc[n]c2[n]1,1.18,0.49,2.3709000000000007
Cc1cc2occc2c2OC(=O)C=Cc21,2.41,2.61,2.847620000000001
c1c(C(=O)O)c(NC(=O)NN)ccc1,-0.49,0.51,0.37999999999999984
c1c(C(=O)O)cc(NC(=O)NN)cc1,-0.16,-0.5,0.37999999999999984
NNC(=O)Nc1ccc(cc1)C(O)=O,-0.21,-0.5,0.3800000000000001
c1cc(N)ccc1S(=O)(=O)Nc2ncc(C(C)C)cn2,1.23,1.12,1.983
"C[C@@H](Cc1ccc(cc1)OC)NC[C@@H](O)c1cc(NC=O)c(O)cc1 |&1:1,13|",0.4,1.4,2.2233
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,3.95,4.32,3.949500000000003
n1c(N)nc(N)c(Cc2cc(C)c(OC)c(C)c2)c1,2.19,2.39,1.85724
Cc1c[n]c(CS(=O)c2[nH]c3ccc(cc3[n]2)OC)c(C)c1OC,2.23,3.4,2.8997400000000013
CCOC(=O)C(CC)(CC)C(=O)NC(=O)N,1.45,0.88,0.5508000000000002
CC(C)OC(=O)C(CC)(CC)C(=O)NC(=O)N,1.99,1.3,0.9393
c1ccccc1COC(=O)C(CC)(CC)C(=O)NC(=O)N,2.74,2.1,1.7311
COCOC(=O)C(CC)(CC)C(=O)NC(=O)N,1.0,-0.38,0.1348000000000002
COC(=O)COC(=O)C(CC)(CC)C(=O)NC(=O)N,0.99,-0.07,-0.2960999999999993
c1ccccc1C(CC)(C(=O)OC)C(=O)NC(=O)N,1.58,1.11,0.7022999999999999
NC(=O)NC(=O)C(C(=O)OC)(CC=C)CC=C,1.37,1.1,0.49289999999999945
C1=CCCCC1C(C)(C(=O)OC)C(=O)NC(=O)NC,1.75,1.93,0.9776000000000001
C1CCCC=C1C(C)(C(=O)OCOC)C(=O)NC(=O)NC,1.8,1.29,1.0957999999999997
Nc1ccc(C(O)=O)c(I)c1,1.65,1.78,1.5716
COC(=O)C(CC)(CC)C(=O)NC(N)=S,1.82,0.7,0.32560000000000006
C1=NC=CN1CC(O)c2ccc(CCc3ccccc3)cc2,3.4,4.01,3.401900000000002
CN1CCc2c(Cl)cccc2CC1,2.92,2.87,2.370400000000001
CCOC(=O)c1cc2ccc[n]c2cc1,2.64,2.47,2.4115
CCN1C=C(C(O)=O)C(=O)c2cc(F)c([n]c12)N1CCNCC1,-0.2,-0.21,0.6633000000000002
"CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(=O)CC)[C@@H](OC(=O)CCC)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O |t:47,49|",3.08,4.08,3.1575000000000046
O=C(C1CCN(CCN2C(=O)Nc3ccccc3C2=O)CC1)c1ccc(F)cc1,3.29,3.02,2.423800000000001
CC(CC1CC(O)=C(C(=O)C1)C(CCC)=NOCC)SCC,4.38,3.99,4.501900000000004
c1(Cl)cc(Cl)ccc1NC(=O)C(C)C=C,3.49,3.09,3.7540000000000013
Nc1c(Cl)c(ccc1[N+]([O-])=O)Oc1ccccc1,4.04,3.88,3.622700000000002
CON(C)C(=O)Nc1cc(ccc1)OCc1ccccc1,3.11,3.41,3.290700000000002
Clc1ccccc1-c1[n][n]c([n][n]1)-c1ccccc1Cl,3.1,2.7,3.907400000000001
c1cc2S(=O)(=O)c3cc(NC(=O)C)ccc3C(=O)c2cc1,2.35,1.51,2.0221999999999998
CC(=O)Nc1cc2c(cc1)C(=O)c1cc(C)ccc1S2(=O)=O,2.76,2.05,2.3306200000000006
c1cc2S(=O)(=O)c3cc(NC(=O)C)ccc3C(=O)c2cc1CC,3.44,2.55,2.584600000000001
CC(=O)Nc1cc2c(cc1)C(=O)c1cc(CCC)ccc1S2(=O)=O,3.51,3.04,2.9747000000000012
C1=CN=C(N(=O)=O)N1CCS(=O)C,-1.22,-1.14,0.16979999999999995
[O-][N+](=O)c1[n]cc[n]1CC(=O)N(CCO)CCO,-1.64,-1.81,-1.3954999999999997
C1=CN=C(N(=O)=O)N1CC(=O)NCC(O)CO,-1.85,-2.1,-1.7392999999999994
N1CCC(N(=O)=O)=C1NCCSCC2=C(C)NC=N2,-0.87,0.22,0.9800199999999994
N1C=CC(N(=O)=O)=C1NCCSCC2=C(C)NC=N2,1.04,1.23,2.2997199999999998
CC1C(=O)OC(CC)C(C)(O4)C(OC4=O)C(C)C(N)C(C)CC(C)(O)C(OC2OC(C)CC(N(C)C)C2O)C(C)C1OC3CC(C)(OC)C(O)C(C)O3,2.92,2.61,2.726000000000006
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1[n]c(C)cc(C)[n]1,1.2,1.71,1.39044
Cc1[n]c(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)[n]c([n]1)OC,2.2,2.0,0.48561999999999994
C1C(=O)C=C2CCC3C4CCC(O)(C(=O)COC(=O)CCC(=O)N(C)C)C4(C)CC(O)C3C2(C)C1,2.03,1.53,2.200899999999999
CC(C)(C)NC(=O)NN,-0.81,-0.81,-0.04219999999999985
c1ccccc1NC(=O)CN(C(=O)CCl)c2ccccc2,2.32,1.77,2.897100000000001
c1ccccc1NC(=O)CN(C(=O)C)c2ccccc2,2.01,1.19,2.6782000000000004
c1ccccc1N(C(=O)C(C)Cl)CC(=O)Nc2ccccc2,3.02,2.19,3.2856000000000014
c1ccccc1NC(=O)CN(C(=O)C(Cl)Cl)c2ccccc2,2.96,2.26,3.4620000000000015
CC(SC)=NOC(=O)N(C)SN(C)C(=O)N(C)C,1.2,0.69,1.9278000000000002
CCN(CC)C(=O)N(C)SN(C)C(=O)ON=C(C)SC,3.2,1.68,2.708000000000001
CN(C)C(=O)N(C1CC1)SN(C)C(=O)ON=C(C)SC,2.0,1.49,2.460400000000001
CC(SC)=NOC(=O)N(C)SN(CCCCCC)C(=O)N(C)C,3.3,3.15,3.878300000000003
c1(Cl)ccccc1OC=CC(=O)OCC,3.55,3.03,2.795600000000001
